2023-01-12 21:02:33.284484
2023-01-12 21:03:01.046746
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-12 21:03:06.026349
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:01.717723
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:04.777253
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:08.020395
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:09.811634
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:12.873326
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:16.113152
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:17.894370
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:20.961561
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:24.200206
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:25.991903
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:29.051969
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:32.314708
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:34.086808
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:37.145747
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:40.412162
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:42.172659
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:45.260175
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:48.495370
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:50.260864
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:53.350568
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:56.585732
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:51:58.362111
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:01.445953
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:04.670081
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:06.457805
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:09.541130
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:12.758002
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:14.551367
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:17.621830
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:20.862856
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:22.657269
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:52:25.716455
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:53:41.131377
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:53:46.109071
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:53:49.217650
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:53:52.730590
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:53:54.190188
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:53:57.321393
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:00.815233
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:02.287504
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:05.417085
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:08.894580
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:10.381104
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:13.504053
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:16.984360
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:18.461408
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:21.582031
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:25.061865
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:26.535011
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:29.655112
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:33.145707
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:34.613401
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:37.744561
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:41.229704
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:42.707120
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:45.822542
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:49.310631
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:50.785867
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:53.898985
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:57.396656
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:54:58.867922
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:55:01.984585
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:55:05.471747
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:55:06.989010
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:55:10.081669
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:55:13.562109
{'temperature': 25.2, 'humidity': 73.6, 'meter': {'electricity': {'reading': 12345.6, 'consumption': 1.2}, 'gas': {'reading': 12345.6789, 'consumption': 0.5}, 'water': {'reading': 12345.67, 'consumption': 0.1}}, 'boiler': {'isRun': True, 'temperature': 28.2, 'pressure': 1.6}}2023-01-15 22:55:15.069575
